order_id,order_date,first_name,last_name
1134,2024-03-29,Pedro,Flores
344,2024-05-14,Diego,Torres
346,2023-04-06,Valeria,Rojas
457,2025-07-11,Valeria,Rojas
576,2024-03-05,Valeria,Rojas
794,2023-04-06,Valeria,Rojas
997,2023-12-06,Valeria,Rojas
348,2025-05-20,Diego,Castro
775,2024-12-21,Diego,Castro
805,2024-09-18,Diego,Castro
350,2025-04-24,Elena,Sánchez
359,2023-07-27,Elena,Sánchez
367,2024-11-02,Elena,Sánchez
993,2023-06-22,Elena,Sánchez
351,2023-11-27,Luis,Rojas
1149,2023-07-07,Luis,Rojas
352,2024-07-14,Luis,Mendoza
353,2025-05-22,Diego,Mendoza
566,2023-04-17,Diego,Mendoza
813,2023-08-18,Diego,Mendoza
1019,2024-08-02,Diego,Mendoza
1091,2024-01-10,Diego,Mendoza
354,2025-07-04,Andrés,Torres
795,2023-07-07,Andrés,Torres
355,2023-02-17,Ana,Sánchez
761,2024-11-08,Ana,Sánchez
859,2024-07-20,Ana,Sánchez
356,2025-05-06,Diego,Mendoza
772,2023-04-19,Diego,Mendoza
920,2024-12-25,Diego,Mendoza
1069,2024-06-28,Diego,Mendoza
357,2025-05-28,Carlos,Salazar
669,2024-11-28,Carlos,Salazar
757,2024-01-11,Carlos,Salazar
764,2024-07-14,Carlos,Salazar
360,2023-05-16,Jorge,Castro
510,2023-07-11,Jorge,Castro
361,2023-06-12,Daniel,Sánchez
364,2025-07-14,Ana,Vargas
898,2023-02-18,Ana,Vargas
365,2024-02-10,María,Rojas
366,2024-12-17,Jorge,García
707,2024-12-31,Jorge,García
985,2024-08-17,Jorge,García
369,2023-05-16,María,Vargas
1004,2025-01-14,María,Vargas
1033,2024-06-13,María,Vargas
370,2024-11-27,Sofía,Guzmán
372,2025-05-30,Carlos,Flores
485,2023-04-03,Carlos,Flores
911,2024-01-22,Carlos,Flores
376,2023-11-03,María,Torres
514,2024-07-17,María,Torres
865,2023-11-26,María,Torres
1038,2023-05-23,María,Torres
1161,2025-07-07,María,Torres
381,2023-12-26,María,Romero
382,2025-02-05,Jorge,Guzmán
385,2023-05-24,Carlos,Salazar
528,2023-09-11,Carlos,Salazar
552,2023-12-11,Carlos,Salazar
579,2025-04-28,Carlos,Salazar
786,2025-04-12,Carlos,Salazar
1181,2025-01-08,Carlos,Salazar
390,2025-01-08,Diego,Flores
1058,2023-05-27,Diego,Flores
391,2024-12-08,Pedro,Torres
1155,2023-04-20,Pedro,Torres
392,2024-11-05,Miguel,Vargas
504,2025-04-29,Miguel,Vargas
394,2025-02-04,Sofía,Salazar
656,2024-03-28,Sofía,Salazar
698,2023-06-03,Sofía,Salazar
850,2023-05-04,Sofía,Salazar
398,2023-03-14,Carlos,Salazar
628,2023-09-22,Carlos,Salazar
399,2024-01-05,Camila,Vargas
422,2024-12-25,Camila,Vargas
633,2025-03-16,Camila,Vargas
779,2024-11-18,Camila,Vargas
1171,2024-11-21,Camila,Vargas
401,2024-03-06,Andrés,Guzmán
728,2025-07-03,Andrés,Guzmán
402,2023-06-26,Diego,Torres
626,2024-03-21,Diego,Torres
681,2023-01-10,Diego,Torres
1150,2025-07-20,Diego,Torres
404,2023-03-11,Andrés,Guzmán
414,2024-10-11,Andrés,Guzmán
500,2023-09-23,Andrés,Guzmán
634,2024-06-19,Andrés,Guzmán
1032,2024-10-31,Andrés,Guzmán
1138,2025-06-01,Andrés,Guzmán
405,2023-02-10,Camila,Castro
406,2025-03-19,Elena,Torres
531,2023-08-13,Elena,Torres
562,2024-08-09,Elena,Torres
415,2024-11-28,Carlos,Guzmán
878,2023-07-02,Carlos,Guzmán
929,2023-01-10,Carlos,Guzmán
416,2024-12-16,Lucía,Mendoza
419,2024-04-09,Valeria,Rojas
763,2024-03-02,Valeria,Rojas
880,2025-02-18,Valeria,Rojas
1139,2023-09-22,Valeria,Rojas
420,2023-11-13,Jorge,Huamán
433,2024-05-26,Jorge,Huamán
423,2023-06-17,Miguel,Vargas
971,2024-07-20,Miguel,Vargas
424,2024-06-19,Diego,Castro
930,2024-04-01,Diego,Castro
1126,2025-04-15,Diego,Castro
425,2025-01-08,Lucía,Guzmán
498,2024-02-15,Lucía,Guzmán
599,2024-11-08,Lucía,Guzmán
627,2024-10-04,Lucía,Guzmán
657,2024-02-21,Lucía,Guzmán
426,2023-05-10,Pedro,Sánchez
670,2024-05-15,Pedro,Sánchez
719,2023-09-24,Pedro,Sánchez
429,2025-04-06,Diego,Salazar
462,2023-01-02,Diego,Salazar
1194,2023-09-24,Diego,Salazar
430,2023-03-07,Luis,García
431,2024-08-13,Daniel,Huamán
900,2024-12-02,Daniel,Huamán
1119,2023-06-11,Daniel,Huamán
434,2024-01-12,Pedro,Rojas
569,2024-10-13,Pedro,Rojas
624,2023-08-05,Pedro,Rojas
747,2023-03-08,Pedro,Rojas
941,2025-03-02,Pedro,Rojas
435,2023-04-16,Valeria,Huamán
1012,2024-08-26,Valeria,Huamán
436,2025-01-10,Andrés,Rojas
437,2024-06-05,Lucía,Flores
713,2023-09-22,Lucía,Flores
439,2024-04-28,Daniel,Romero
449,2024-02-15,Daniel,Romero
442,2025-07-24,Sofía,Vargas
1078,2025-01-29,Sofía,Vargas
443,2024-03-05,Camila,Castro
716,2023-04-02,Camila,Castro
987,2023-08-29,Camila,Castro
444,2024-03-02,Ana,Torres
573,2024-12-10,Ana,Torres
665,2023-02-03,Ana,Torres
744,2023-08-20,Ana,Torres
817,2024-05-08,Ana,Torres
446,2024-01-17,Daniel,Flores
706,2025-04-15,Daniel,Flores
448,2025-04-03,María,Torres
558,2024-11-12,María,Torres
717,2025-02-01,María,Torres
450,2025-06-05,María,Castro
688,2023-11-06,María,Castro
451,2023-11-15,Miguel,Romero
452,2024-04-12,Daniel,Romero
593,2025-01-09,Daniel,Romero
614,2023-03-04,Daniel,Romero
454,2025-01-27,Pedro,Huamán
460,2023-12-21,María,Guzmán
540,2023-11-13,María,Guzmán
468,2025-05-15,María,Sánchez
587,2023-04-06,María,Sánchez
648,2024-01-17,María,Sánchez
939,2024-10-29,María,Sánchez
472,2024-02-08,Luis,Torres
615,2024-06-19,Luis,Torres
1112,2023-06-29,Luis,Torres
477,2023-12-01,Diego,Castro
479,2023-05-20,Miguel,Flores
482,2023-05-04,Camila,Castro
486,2023-11-08,Daniel,Guzmán
581,2023-08-19,Daniel,Guzmán
766,2024-10-07,Daniel,Guzmán
488,2025-05-27,Carlos,Guzmán
979,2023-09-16,Carlos,Guzmán
489,2024-12-29,Ana,Rojas
605,2024-10-19,Ana,Rojas
1105,2025-04-23,Ana,Rojas
490,2024-02-10,Daniel,Salazar
491,2023-11-03,Valeria,Rojas
743,2023-01-05,Valeria,Rojas
818,2024-10-18,Valeria,Rojas
1141,2024-12-19,Valeria,Rojas
496,2023-01-13,Elena,Salazar
505,2023-02-13,Elena,Salazar
1197,2023-12-26,Elena,Salazar
497,2023-08-16,Luis,Huamán
782,2024-06-07,Luis,Huamán
903,2025-05-31,Luis,Huamán
501,2023-01-23,Sofía,Flores
502,2025-07-13,Daniel,Rojas
503,2023-05-12,Andrés,Castro
539,2025-06-21,Andrés,Castro
506,2023-06-22,Ana,Guzmán
516,2023-07-24,Jorge,Sánchez
704,2024-02-19,Jorge,Sánchez
1066,2025-04-26,Jorge,Sánchez
1177,2024-12-18,Jorge,Sánchez
519,2025-03-11,Miguel,Flores
1183,2023-07-20,Miguel,Flores
521,2025-07-23,Sofía,Huamán
612,2025-04-07,Sofía,Huamán
640,2025-06-17,Sofía,Huamán
745,2023-11-16,Sofía,Huamán
976,2023-08-05,Sofía,Huamán
1036,2024-05-13,Sofía,Huamán
526,2024-06-26,Daniel,Vargas
1010,2024-10-31,Daniel,Vargas
1175,2024-09-19,Daniel,Vargas
535,2024-12-15,Luis,Salazar
1151,2023-07-24,Luis,Salazar
536,2023-01-29,Miguel,Romero
541,2023-04-03,Jorge,Flores
645,2024-02-10,Jorge,Flores
542,2023-08-13,Daniel,Mendoza
564,2023-11-22,Daniel,Mendoza
907,2023-07-21,Daniel,Mendoza
549,2025-05-16,Daniel,Guzmán
780,2025-05-05,Daniel,Guzmán
550,2023-03-16,Daniel,Salazar
992,2025-04-07,Daniel,Salazar
1178,2025-05-24,Daniel,Salazar
551,2024-11-09,Andrés,Castro
801,2025-05-14,Andrés,Castro
553,2023-06-11,María,Mendoza
561,2023-01-02,Sofía,Salazar
563,2024-08-04,Lucía,Sánchez
567,2023-12-06,Ana,Torres
972,2023-05-07,Ana,Torres
571,2025-01-16,Elena,Sánchez
759,2023-09-19,Elena,Sánchez
574,2025-03-16,Andrés,Flores
1196,2023-12-19,Andrés,Flores
575,2023-02-19,Carlos,Torres
577,2024-02-28,Sofía,Flores
583,2023-01-21,Ana,Torres
712,2023-04-10,Ana,Torres
926,2023-08-12,Ana,Torres
584,2023-04-18,Valeria,Rojas
697,2025-07-02,Valeria,Rojas
585,2025-06-28,Camila,Rojas
792,2023-12-03,Camila,Rojas
1057,2023-08-13,Camila,Rojas
591,2023-02-24,Pedro,Guzmán
1041,2024-01-06,Pedro,Guzmán
595,2023-09-01,Sofía,Guzmán
725,2024-02-28,Sofía,Guzmán
748,2023-10-25,Sofía,Guzmán
607,2023-07-11,Pedro,Castro
609,2025-05-07,Valeria,Rojas
678,2024-11-24,Valeria,Rojas
611,2023-04-10,Sofía,Romero
882,2024-12-28,Sofía,Romero
621,2024-08-08,Elena,Huamán
798,2024-03-07,Elena,Huamán
625,2023-02-13,Valeria,Guzmán
631,2023-11-30,Jorge,Huamán
672,2023-12-25,Jorge,Huamán
901,2023-02-25,Jorge,Huamán
632,2024-04-14,Carlos,Torres
749,2024-09-02,Carlos,Torres
768,2023-10-04,Carlos,Torres
1086,2023-01-08,Carlos,Torres
1110,2023-10-21,Carlos,Torres
642,2024-04-29,Luis,Guzmán
644,2024-11-28,Luis,Guzmán
684,2025-04-04,Luis,Guzmán
773,2023-07-24,Luis,Guzmán
646,2024-12-08,Diego,Flores
950,2023-02-08,Diego,Flores
986,2024-01-01,Diego,Flores
652,2023-08-22,María,Rojas
724,2024-11-28,María,Rojas
654,2023-11-25,Daniel,Huamán
689,2024-09-30,Daniel,Huamán
655,2024-09-11,Camila,García
802,2025-07-22,Camila,García
658,2024-06-12,María,Romero
790,2025-06-30,María,Romero
660,2023-03-09,Valeria,Romero
661,2024-02-18,Miguel,Mendoza
663,2023-06-27,Miguel,Huamán
675,2024-01-31,Miguel,Huamán
664,2023-07-25,Daniel,Guzmán
742,2024-06-27,Daniel,Guzmán
1144,2023-09-27,Daniel,Guzmán
667,2024-01-13,Miguel,Torres
868,2024-02-12,Miguel,Torres
1029,2025-05-04,Miguel,Torres
1162,2024-05-17,Miguel,Torres
668,2024-02-11,Pedro,García
674,2024-12-06,Camila,García
774,2024-06-19,Camila,García
677,2025-05-27,Luis,Vargas
679,2024-02-24,Lucía,García
687,2024-04-15,Elena,Torres
924,2023-08-15,Elena,Torres
691,2025-05-13,Miguel,Flores
925,2023-12-06,Miguel,Flores
692,2024-10-24,María,Guzmán
836,2023-07-31,María,Guzmán
928,2025-04-23,María,Guzmán
693,2023-11-02,Elena,García
694,2023-03-07,Diego,Torres
778,2023-12-05,Diego,Torres
705,2024-08-20,Sofía,Flores
709,2024-11-18,Sofía,Guzmán
1008,2023-02-07,Sofía,Guzmán
715,2024-11-27,Miguel,Sánchez
1055,2023-03-29,Miguel,Sánchez
718,2025-03-18,María,Torres
767,2024-11-08,María,Torres
721,2025-06-06,Carlos,Rojas
838,2025-04-16,Carlos,Rojas
951,2023-07-02,Carlos,Rojas
722,2024-09-27,Camila,Torres
1172,2023-04-14,Camila,Torres
730,2023-07-04,María,Romero
733,2024-04-07,María,Sánchez
914,2023-12-05,María,Sánchez
1084,2024-12-27,María,Sánchez
735,2023-06-12,Miguel,Flores
1163,2025-07-26,Miguel,Flores
741,2025-07-02,Diego,Guzmán
758,2023-02-08,Jorge,Castro
834,2024-09-10,Jorge,Castro
1025,2024-01-05,Jorge,Castro
760,2023-02-19,María,Huamán
770,2023-04-18,Ana,García
771,2023-05-01,Daniel,Vargas
927,2024-06-27,Daniel,Vargas
776,2023-02-10,Carlos,Torres
913,2024-08-21,Carlos,Torres
978,2023-07-08,Carlos,Torres
784,2023-08-25,Daniel,Guzmán
787,2025-05-22,Diego,Vargas
1027,2024-10-26,Diego,Vargas
791,2023-05-22,Camila,Flores
981,2023-02-25,Camila,Flores
793,2024-09-28,Andrés,Romero
963,2024-01-26,Andrés,Romero
1113,2023-01-11,Andrés,Romero
796,2024-04-12,Camila,Rojas
797,2024-12-07,Sofía,Mendoza
804,2024-09-17,Valeria,Guzmán
980,2024-11-18,Valeria,Guzmán
814,2025-06-13,Ana,Flores
1024,2023-07-31,Ana,Flores
1121,2024-02-09,Ana,Flores
815,2024-12-05,María,Torres
1074,2024-03-06,María,Torres
820,2023-02-25,Pedro,Salazar
1173,2025-06-01,Pedro,Salazar
822,2025-05-22,Luis,Vargas
825,2023-02-21,Jorge,Mendoza
912,2024-07-23,Jorge,Mendoza
828,2025-03-31,Pedro,Castro
830,2023-05-02,Camila,Torres
1142,2024-02-27,Camila,Torres
1160,2024-05-19,Camila,Torres
843,2023-01-03,Ana,Sánchez
844,2024-10-10,Andrés,Guzmán
904,2023-08-19,Andrés,Guzmán
848,2025-01-30,Lucía,Sánchez
852,2023-07-15,María,Salazar
853,2025-02-14,Sofía,Salazar
1064,2023-01-17,Sofía,Salazar
856,2024-04-13,Daniel,Mendoza
1179,2023-07-04,Daniel,Mendoza
858,2023-01-05,Jorge,Torres
1186,2023-05-18,Jorge,Torres
861,2025-03-10,Pedro,Rojas
1101,2024-02-15,Pedro,Rojas
869,2023-10-29,Ana,Mendoza
885,2023-01-14,Miguel,Mendoza
886,2024-01-26,Ana,Vargas
895,2024-10-24,Jorge,Mendoza
910,2023-06-27,Andrés,Rojas
918,2023-11-05,Sofía,Romero
964,2023-02-01,Sofía,Romero
931,2024-09-20,Diego,Rojas
957,2025-01-07,Diego,Rojas
945,2023-07-30,Valeria,Rojas
949,2023-01-25,Elena,Vargas
953,2025-07-21,Daniel,Guzmán
966,2025-03-26,Miguel,Rojas
974,2023-03-29,Pedro,Vargas
1174,2023-09-27,Pedro,Vargas
975,2025-01-29,Ana,Salazar
989,2024-05-12,Camila,Rojas
990,2024-11-06,María,Mendoza
996,2024-01-04,Lucía,Rojas
1001,2023-10-15,Lucía,Rojas
999,2024-05-13,Daniel,Torres
1005,2025-05-19,Ana,Flores
1007,2025-02-26,Diego,Guzmán
1035,2023-12-28,Diego,Guzmán
1052,2024-09-05,Diego,Guzmán
1014,2023-04-03,Carlos,Castro
1116,2024-06-12,Carlos,Castro
1023,2024-01-14,Daniel,Mendoza
1030,2024-07-11,Miguel,García
1037,2024-09-10,Elena,Torres
1049,2023-02-10,Sofía,Romero
1050,2023-02-27,María,Guzmán
1056,2024-04-27,Lucía,Salazar
1127,2023-07-19,Lucía,Salazar
1060,2024-06-07,Andrés,Castro
1067,2023-07-01,Pedro,Salazar
1071,2025-07-12,Jorge,Huamán
1077,2024-01-26,Jorge,Vargas
1097,2024-02-12,Carlos,Salazar
1104,2024-10-13,Ana,Salazar
1108,2024-09-15,Elena,Mendoza
1156,2024-11-23,Elena,Mendoza
1115,2023-02-04,Daniel,Torres
1133,2025-03-23,Luis,Castro
1192,2023-09-18,Luis,Castro
1140,2025-03-18,Miguel,García
1143,2024-07-02,Daniel,Torres
1147,2023-07-02,María,Vargas
1148,2023-08-12,Luis,Huamán
1164,2023-08-16,Sofía,Torres
1165,2023-02-25,Camila,Sánchez
1182,2024-07-22,Daniel,Huamán
1185,2023-01-10,Jorge,Mendoza
1188,2023-11-20,Carlos,García
1191,2023-06-17,Elena,Guzmán
