customer_id,first_name,last_name,email,city,signup_date
377,Diego,Castro,diego.castro.377@example.com,Piura,2025-03-31
378,Luis,Salazar,luis.salazar.378@example.com,Huancayo,2023-03-22
379,Sofía,Guzmán,sofía.guzmán.379@example.com,Trujillo,2024-07-12
380,Lucía,Flores,lucía.flores.380@example.com,Arequipa,2023-03-23
381,Jorge,Mendoza,jorge.mendoza.381@example.com,Piura,2023-11-10
382,Miguel,Guzmán,miguel.guzmán.382@example.com,Huancayo,2023-06-20
383,Valeria,Rojas,valeria.rojas.383@example.com,Chiclayo,2024-04-02
384,Ana,Salazar,ana.salazar.384@example.com,Chiclayo,2024-09-21
385,Sofía,Torres,sofía.torres.385@example.com,Lima,2023-03-18
386,Daniel,Mendoza,daniel.mendoza.386@example.com,Huancayo,2024-01-08
387,Elena,Salazar,elena.salazar.387@example.com,Trujillo,2023-02-01
388,María,Guzmán,maría.guzmán.388@example.com,Iquitos,2023-02-05
389,María,Romero,maría.romero.389@example.com,Cusco,2025-03-08
390,Daniel,Flores,daniel.flores.390@example.com,Chiclayo,2024-01-28
391,Pedro,García,pedro.garcía.391@example.com,Trujillo,2024-11-26
392,Miguel,Flores,miguel.flores.392@example.com,Chiclayo,2024-03-30
393,Diego,Romero,diego.romero.393@example.com,Trujillo,2024-06-26
394,Jorge,Vargas,jorge.vargas.394@example.com,Chiclayo,2024-10-27
395,Lucía,Sánchez,lucía.sánchez.395@example.com,Arequipa,2023-01-27
396,Valeria,Huamán,valeria.huamán.396@example.com,Iquitos,2024-06-14
397,Sofía,Castro,sofía.castro.397@example.com,Arequipa,2023-09-26
398,Diego,Torres,diego.torres.398@example.com,Iquitos,2023-08-08
399,Pedro,Torres,pedro.torres.399@example.com,Iquitos,2023-07-24
400,Luis,Huamán,luis.huamán.400@example.com,Arequipa,2024-04-07
401,María,Salazar,maría.salazar.401@example.com,Iquitos,2023-03-31
402,Diego,Mendoza,diego.mendoza.402@example.com,Chiclayo,2024-11-14
403,Jorge,Salazar,jorge.salazar.403@example.com,Arequipa,2024-07-17
404,Elena,Torres,elena.torres.404@example.com,Piura,2025-05-21
405,María,Salazar,maría.salazar.405@example.com,Trujillo,2025-03-23
406,Jorge,Castro,jorge.castro.406@example.com,Cusco,2023-05-05
407,Carlos,Huamán,carlos.huamán.407@example.com,Cusco,2025-03-20
408,Miguel,García,miguel.garcía.408@example.com,Chiclayo,2024-07-21
409,Pedro,Flores,pedro.flores.409@example.com,Iquitos,2025-04-02
410,Elena,Huamán,elena.huamán.410@example.com,Arequipa,2023-03-09
411,Lucía,Vargas,lucía.vargas.411@example.com,Iquitos,2024-06-22
412,Sofía,Vargas,sofía.vargas.412@example.com,Arequipa,2023-05-09
413,Jorge,Mendoza,jorge.mendoza.413@example.com,Arequipa,2024-04-05
414,Miguel,Mendoza,miguel.mendoza.414@example.com,Chiclayo,2023-05-12
415,Andrés,Castro,andrés.castro.415@example.com,Trujillo,2025-02-25
416,María,Vargas,maría.vargas.416@example.com,Lima,2025-05-01
417,Luis,Castro,luis.castro.417@example.com,Trujillo,2023-11-08
418,María,Huamán,maría.huamán.418@example.com,Chiclayo,2024-12-27
419,Carlos,Flores,carlos.flores.419@example.com,Piura,2025-05-16
420,Luis,Torres,luis.torres.420@example.com,Cusco,2024-10-12
421,Elena,Torres,elena.torres.421@example.com,Trujillo,2024-10-02
422,Lucía,Guzmán,lucía.guzmán.422@example.com,Arequipa,2024-05-29
423,Daniel,Huamán,daniel.huamán.423@example.com,Trujillo,2023-06-25
424,Daniel,Guzmán,daniel.guzmán.424@example.com,Chiclayo,2025-05-12
425,Andrés,Guzmán,andrés.guzmán.425@example.com,Lima,2025-04-25
426,Camila,García,camila.garcía.426@example.com,Arequipa,2023-02-16
427,Daniel,Guzmán,daniel.guzmán.427@example.com,Piura,2024-10-28
428,Carlos,Guzmán,carlos.guzmán.428@example.com,Huancayo,2024-09-24
429,Daniel,García,daniel.garcía.429@example.com,Iquitos,2025-06-29
430,Daniel,Castro,daniel.castro.430@example.com,Piura,2024-10-19
431,Lucía,Rojas,lucía.rojas.431@example.com,Cusco,2025-04-04
432,Diego,Mendoza,diego.mendoza.432@example.com,Huancayo,2023-11-01
433,Miguel,Romero,miguel.romero.433@example.com,Lima,2023-06-11
434,Miguel,Vargas,miguel.vargas.434@example.com,Iquitos,2024-04-20
435,Carlos,Flores,carlos.flores.435@example.com,Trujillo,2023-11-17
436,Camila,Salazar,camila.salazar.436@example.com,Chiclayo,2025-01-21
437,Camila,Flores,camila.flores.437@example.com,Huancayo,2023-05-14
438,Diego,Flores,diego.flores.438@example.com,Arequipa,2023-11-23
439,Carlos,Rojas,carlos.rojas.439@example.com,Arequipa,2023-10-01
440,Miguel,Sánchez,miguel.sánchez.440@example.com,Trujillo,2023-04-10
441,Ana,Torres,ana.torres.441@example.com,Huancayo,2025-06-03
442,Pedro,Vargas,pedro.vargas.442@example.com,Cusco,2025-06-05
443,Andrés,Huamán,andrés.huamán.443@example.com,Chiclayo,2024-08-14
444,Valeria,Flores,valeria.flores.444@example.com,Cusco,2025-02-20
445,María,Rojas,maría.rojas.445@example.com,Iquitos,2024-05-25
446,Andrés,Torres,andrés.torres.446@example.com,Iquitos,2023-01-24
447,Luis,Vargas,luis.vargas.447@example.com,Iquitos,2023-09-04
448,Carlos,Guzmán,carlos.guzmán.448@example.com,Chiclayo,2023-02-19
449,Ana,Torres,ana.torres.449@example.com,Iquitos,2024-09-03
450,Andrés,Mendoza,andrés.mendoza.450@example.com,Iquitos,2023-10-20
451,Elena,García,elena.garcía.451@example.com,Arequipa,2024-03-17
452,María,Torres,maría.torres.452@example.com,Chiclayo,2025-02-21
453,Sofía,Flores,sofía.flores.453@example.com,Lima,2024-02-15
454,Ana,Guzmán,ana.guzmán.454@example.com,Cusco,2024-01-07
455,Elena,Torres,elena.torres.455@example.com,Arequipa,2024-01-31
456,Elena,Rojas,elena.rojas.456@example.com,Piura,2025-04-25
457,Pedro,Mendoza,pedro.mendoza.457@example.com,Arequipa,2023-05-12
458,Luis,Vargas,luis.vargas.458@example.com,Chiclayo,2025-03-24
459,Jorge,Castro,jorge.castro.459@example.com,Chiclayo,2025-02-12
460,María,Sánchez,maría.sánchez.460@example.com,Huancayo,2024-05-27
461,Ana,García,ana.garcía.461@example.com,Lima,2023-05-21
462,Valeria,Flores,valeria.flores.462@example.com,Iquitos,2024-06-15
463,Miguel,Huamán,miguel.huamán.463@example.com,Trujillo,2023-12-02
464,Andrés,Guzmán,andrés.guzmán.464@example.com,Chiclayo,2023-06-16
465,Sofía,Guzmán,sofía.guzmán.465@example.com,Piura,2024-08-30
466,Jorge,Castro,jorge.castro.466@example.com,Iquitos,2024-12-26
467,Pedro,Torres,pedro.torres.467@example.com,Iquitos,2025-04-15
468,Ana,Flores,ana.flores.468@example.com,Chiclayo,2024-11-20
469,Luis,Vargas,luis.vargas.469@example.com,Piura,2025-03-26
470,Andrés,Salazar,andrés.salazar.470@example.com,Lima,2024-09-03
471,Miguel,Torres,miguel.torres.471@example.com,Cusco,2025-01-08
472,Ana,Guzmán,ana.guzmán.472@example.com,Iquitos,2023-06-24
473,Elena,Mendoza,elena.mendoza.473@example.com,Huancayo,2023-06-01
474,Camila,Mendoza,camila.mendoza.474@example.com,Cusco,2023-02-02
475,Pedro,Salazar,pedro.salazar.475@example.com,Arequipa,2023-07-15
476,Ana,Rojas,ana.rojas.476@example.com,Chiclayo,2024-03-04
477,María,Vargas,maría.vargas.477@example.com,Cusco,2024-02-25
478,Elena,Guzmán,elena.guzmán.478@example.com,Iquitos,2025-06-12
479,Camila,Salazar,camila.salazar.479@example.com,Lima,2024-12-23
480,María,Castro,maría.castro.480@example.com,Cusco,2024-07-28
481,Jorge,Mendoza,jorge.mendoza.481@example.com,Iquitos,2024-06-22
482,Sofía,Flores,sofía.flores.482@example.com,Trujillo,2024-04-15
483,Andrés,Castro,andrés.castro.483@example.com,Chiclayo,2024-07-13
484,Jorge,Mendoza,jorge.mendoza.484@example.com,Piura,2024-09-16
485,Miguel,Sánchez,miguel.sánchez.485@example.com,Cusco,2023-10-13
486,Elena,Torres,elena.torres.486@example.com,Cusco,2023-11-01
487,Diego,Torres,diego.torres.487@example.com,Cusco,2024-12-07
488,Valeria,Rojas,valeria.rojas.488@example.com,Chiclayo,2024-05-06
489,Jorge,Castro,jorge.castro.489@example.com,Piura,2023-10-22
490,Luis,Guzmán,luis.guzmán.490@example.com,Huancayo,2025-07-06
491,Sofía,Flores,sofía.flores.491@example.com,Trujillo,2023-10-25
492,Ana,Torres,ana.torres.492@example.com,Arequipa,2023-12-21
493,Andrés,Rojas,andrés.rojas.493@example.com,Piura,2025-02-04
494,Miguel,Sánchez,miguel.sánchez.494@example.com,Cusco,2025-04-27
495,Elena,Torres,elena.torres.495@example.com,Piura,2023-05-21
496,Luis,Guzmán,luis.guzmán.496@example.com,Cusco,2023-09-06
497,Ana,Mendoza,ana.mendoza.497@example.com,Cusco,2024-10-15
498,Carlos,García,carlos.garcía.498@example.com,Arequipa,2024-02-28
499,Jorge,Salazar,jorge.salazar.499@example.com,Iquitos,2023-04-13
500,Daniel,Huamán,daniel.huamán.500@example.com,Lima,2024-07-17
